osm_id,name,type,lat,lon
358389569,Moss Memorial Health Clinic,clinic,30.1828509,-93.2080662
367132228,Cajun Country Fire Department,fire_station,30.1398036,-93.1632952
367132237,Manchester Fire Station,fire_station,30.1956678,-93.0966875
367132259,Le Bleu Settlement Fire Department,fire_station,30.2757048,-93.0843466
367132344,Westlake Fire Department,fire_station,30.262046,-93.2669312
367132345,Holmwood Fire Station,fire_station,30.1263242,-93.08069
367132388,Lake Charles Fire Department,fire_station,30.229344,-93.2047496
367132730,Calcasieu Parish Sheriff's Office,police,30.2266202,-93.2191424
367132829,Calcasieu Parish Sheriff's Office - Training,police,30.2098518,-93.1519748
367132844,Lake Charles Police Service Center,police,30.2345582,-93.1948407
367132854,Lake Charles Police Service Center,police,30.1754522,-93.2181462
367132875,Calcasieu Parish Sheriff's Office South Lake Charles Law Enforcement Center,police,30.1283213,-93.2128318
367132940,Calcasieu Parish Sheriff's Office - Youth,police,30.2328786,-93.1316651
367132975,Calcasieu Parish Sheriff's Office - Prison,police,30.2258143,-93.1414128
367133014,Calcasieu Parish Sheriff's Office,police,30.2270962,-93.1412809
367133023,Calcasieu Parish Sheriff's Office,police,30.2270961,-93.1410725
367133037,Calcasieu Parish Sheriff's Office North Lake Charles Law Enforcement Center,police,30.2492345,-93.1896297
367133057,Westlake Police Department,police,30.2626468,-93.2669457
367133160,Calcasieu Parish Police Jury,government,30.2257461,-93.2186233
367133197,Louisiana State Police Troop D,police,30.2265451,-93.1626838
369015742,Open A-1 Ranch Airport,aerodrome,30.1375856,-93.1427849
369015744,Morgan Crop Service Airport,aerodrome,30.2293734,-93.0884847
369015746,Chloe Airport,aerodrome,30.2546084,-93.1351548
369015798,Chennault International Airport,aerodrome,30.2108979,-93.1449929
668135207,City of Lake Charles,fire_station,30.1790601,-93.252946
1042005711,L Auberge Du Lac Hotel Seaplane Base,aerodrome,30.2076284,-93.2598091
5120825227,Ward 3 Marshal's Office,government,30.2319608,-93.2179181
10888303662,Extended Care Of Southwest Louisiana,hospital,30.2050534,-93.2226202
10888466656,Lake Charles Memorial Hospital For Women,hospital,30.1406178,-93.2470628
10892127472,Avail Hospital Lake Charles,hospital,30.1903784,-93.2503702
10892152282,Oceans Behavioral Hospital Of Lake Charles,hospital,30.1764601,-93.222959
11632169144,South Star Urgent Care,clinic,30.2585806,-93.257637
