name,power,amenity,man_made,telecom,aeroway,generator:source,addr:street,addr:city,operator,voltage,lat,lon,city_source
Houston Fire Station Number 62,,fire_station,,,,,,,,,29.7986,-95.4377,Houston
Houston Fire Station Number 62,,fire_station,,,,,,,,,29.6577235,-95.5113197,Houston
Houston Fire Station Number 55,,fire_station,,,,,,,,,29.6402,-95.3568,Houston
Houston Fire Station Number 53,,fire_station,,,,,,,,,29.7760278,-95.1869953,Houston
Houston Police Department - Independence Heights,,police,,,,,,,,,29.8289201,-95.388071,Houston
Houston Police Department - Eastside Patrol,,police,,,,,,,,,29.734426,-95.2906143,Houston
Harris County Sheriff's Office,,police,,,,,,,,,29.5582352,-95.120248,Houston
Houston Police Department - Southeast Patrol,,police,,,,,,,,,29.6575066,-95.3164366,Houston
Houston Police Department - Fondren Patrol,,police,,,,,,,,,29.6588714,-95.5088654,Houston
Houston Police Department - Palm Center,,police,,,,,,,,,29.6958228,-95.3340619,Houston
Houston Police Department - Acres Home,,police,,,,,,,,,29.8574824,-95.4216752,Houston
Houston Police Department - Aldine Community,,police,,,,,,,,,29.9242746,-95.4113088,Houston
Houston Police Department - Sunnyside,,police,,,,,,,,,29.658768,-95.3708717,Houston
Houston Police Department - Northeast Patrol,,police,,,,,,,,,29.832194,-95.2732908,Houston
Harris County Sheriff's Office,,police,,,,,,,,,29.7643591,-95.3569288,Houston
Houston Police Department - Westwood,,police,,,,,,,,,29.6749377,-95.5469822,Houston
Houston Police Department - Spring Branch,,police,,,,,,,,,29.8034752,-95.4961808,Houston
Houston Police Department - Hobby Airport,,police,,,,,,,,,29.6570556,-95.2802056,Houston
Harris County Sheriff's Office - DARE Program,,police,,,,,,,,,29.8434157,-95.3342513,Houston
Houston Police Department - Hiram Clarke,,police,,,,,,,,,29.6137466,-95.4421789,Houston
Houston Police Department - Near Town,,police,,,,,,,,,29.7450136,-95.3898927,Houston
Houston Police Department - Ana Maria Lopez,,police,,,,,,,,,29.7819689,-95.3586726,Houston
Harris County Sheriff's Office,,police,,,,,,,,,29.7628066,-95.357298,Houston
Houston Police Department - Westbury,,police,,,,,,,,,29.6513496,-95.4784206,Houston
Houston Police Department - Northwest Patrol,,police,,,,,,,,,29.8570626,-95.5397144,Houston
Houston Police Department - Leija,,police,,,,,,,,,29.6851134,-95.2539724,Houston
Houston Police Department - Headquarters,,police,,,,,,,,,29.755888,-95.367452,Houston
Houston Police Department - Greenspoint,,police,,,,,,,,,29.9448311,-95.4121634,Houston
Houston Police Department - Clear Lake Patrol,,police,,,,,,,,,29.5796298,-95.1067229,Houston
Harris County Sheriff's Office - Economic Crime,,police,,,,,,,,,29.7620822,-95.3577236,Houston
Houston Police Department - Willowbrook,,police,,,,,,,,,29.9578016,-95.5386066,Houston
Houston Police Department - North Patrol,,police,,,,,,,,,29.8793208,-95.4467386,Houston
Houston Police Department - Telephone Road,,police,,,,,,,,,29.6193584,-95.2849214,Houston
Houston Police Department - Gulfton,,police,,,,,,,,,29.7169926,-95.4853497,Houston
Houston Police Department - Southwest Patrol,,police,,,,,Nitida Street,Houston,,,29.6366438,-95.4577617,Houston
Houston Police Department - Navigation,,police,,,,,,,,,29.7525853,-95.327579,Houston
Houston Police Department - Ranchester,,police,,,,,,,,,29.7066176,-95.5440621,Houston
Harris County Sheriff's Office - Recruiting,,police,,,,,,,,,29.7535046,-95.3227812,Houston
Houston Police Department - Lake Houston,,police,,,,,,,,,30.0037137,-95.1137616,Houston
Houston Police Department - Richmond,,police,,,,,,,,,29.7322035,-95.4941756,Houston
Houston Police Department - Jensen Street,,police,,,,,,,,,29.8451211,-95.3436164,Houston
Westbury Police Station,,police,,,,,,,,,29.6523,-95.4804,Houston
Houston Heights Police Station,,police,,,,,,,,,29.8037,-95.4029,Houston
Houston Police Department - Heights,,police,,,,,,,,,29.7860468,-95.4113904,Houston
Harris County Sheriff's Office,,police,,,,,,,,,29.7616785,-95.3568397,Houston
Houston Police Department - Intercontinental Airport,,police,,,,,,,,,29.9877649,-95.3405178,Houston
Texas Heart Institute - Denton A. Cooley Building,,hospital,,,,,Bertner Avenue,Houston,Texas Heart Institute,,29.7079305,-95.399419,Houston
,,fire_station,,,,,,,,,29.999246,-95.356302,Houston
,,fire_station,,,,,,,,,29.556743,-95.149368,Houston
Menninger Clinic,,hospital,,,,,Main Street,,,,29.6497083,-95.4567128,Houston
,generator,,,,,gas,,,,,29.7187371,-95.2328296,Houston
,generator,,,,,gas,,,,,29.7187439,-95.2323121,Houston
,generator,,,,,gas,,,,,29.7187493,-95.2318939,Houston
Best Auto Storage,,police,,,,,Industrial Way,Houston,,,29.7518882,-95.3116037,Houston
,generator,,,,,wind,,,,,29.6393617,-95.2089412,Houston
Behavioral Hospital of Bellaire,,hospital,,,,,Dashwood Drive,Houston,,,29.7084045,-95.4732361,Houston
,generator,,,,,gas,,,,,29.7033454,-95.3980288,Houston
"Westbridge Recovery Center, Inc",,hospital,,,,,Acorn Ln,Porter,,,30.072272,-95.1722775,Houston
Houston Police Station,,police,,,,,,,,,29.7649432,-95.3706247,Houston
City of Houston Fire Station 24,,fire_station,,,,,,,,,29.658029,-95.3899701,Houston
,generator,,,,,gas,,,,,29.8196466,-95.2223709,Houston
,generator,,,,,gas,,,,,29.8195023,-95.2223683,Houston
,generator,,,,,gas,,,,,29.8192137,-95.2223631,Houston
,generator,,,,,gas,,,,,29.8190487,-95.2223602,Houston
,generator,,,,,gas,,,,,29.8187555,-95.2223549,Houston
,generator,,,,,gas,,,,,29.8186041,-95.2223521,Houston
Greens Bayou Electric Generating Station,plant,,,,,,,,NRG Texas,,29.820810058225366,-95.21982838932064,Houston
H.O. Clarke Substation,substation,,,,,,,,CenterPoint Energy,138000;69000;12500,29.648561647839703,-95.44876908687013,Houston
TECO Substation,substation,,,,,,,,Thermal Energy Cooporation,138000,29.703756855612415,-95.39881934832124,Houston
Bellaire Substation,substation,,,,,,,,CenterPoint Energy,345000;138000;12500,29.72471909564808,-95.45107727012916,Houston
United Memorial Medical Center,,hospital,,,,,West Tidwell Road,Houston,,,29.847970085942055,-95.40828248453079,Houston
,substation,,,,,,,,,,29.71875425,-95.226304,Houston
Drouet Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.66715254437637,-95.28300544457709,Houston
Ellington Airport,,,,,aerodrome,,,,Houston Airport System,,29.60737166375458,-95.16156552961219,Houston
Lynch Substation,substation,,,,,,,,,138000,29.767576309324546,-95.07247072823388,Houston
Industrial Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.752124123421392,-95.18585332584523,Houston
Ben Taub General Hospital,,hospital,,,,,Taub Loop,Houston,Harris Health,,29.710647741690224,-95.3934789430992,Houston
,substation,,,,,,,,,,29.71354196987096,-95.2562146863689,Houston
,substation,,,,,,,,,138000,29.720380272901657,-95.22694335628191,Houston
Clinton Substation,substation,,,,,,,,CenterPoint Energy,138000,29.75554143993844,-95.3011662852143,Houston
Houston Methodist - Central Plant,generator,,,,,gas,,,,,29.709163577213193,-95.4000172679838,Houston
University Substation,substation,,,,,,,,CenterPoint Energy,138000;69000;12000,29.716791125775234,-95.33150258305768,Houston
Garden Villas Substation,substation,,,,,,,,CenterPoint Energy,138000;69000;12000,29.650899350154077,-95.3145245683327,Houston
Houston Fire Station Number 36;Houston Fire Department Station 36,,fire_station,,,,,,,,,29.657096473486853,-95.28009641731265,Houston
Busch Substation,substation,,,,,,,,CenterPoint Energy,138000,29.77489866936327,-95.26785125238473,Houston
South Houston Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.628973460707673,-95.22515236707628,Houston
,,,wastewater_plant,,,,,,,,29.603219413171054,-95.23794845853453,Houston
Gulfgate Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.69310953015244,-95.30010057919215,Houston
Houston Fire Department Station 72,,fire_station,,,,,,,,,29.55804523793424,-95.10706717871648,Houston
,substation,,,,,,,,,,29.72256529801987,-95.25979113448712,Houston
Children's Memorial Hermann Hospital,,hospital,,,,,Fannin Street,Houston,,,29.713840636840754,-95.3954005275672,Houston
Grant Substation,substation,,,,,,,,CenterPoint Energy,138000;34500;12500,29.703397907412935,-95.40150041426847,Houston
University of Texas MD Anderson Cancer Center,,hospital,,,,,Holcombe Boulevard,Houston,,,29.70774243642762,-95.39755484521177,Houston
Garrott Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.732847401739182,-95.38586823155325,Houston
NASA Substation,substation,,,,,,,,National Aeronautics and Space Administration,138000;13800,29.563127388685878,-95.08525021258075,Houston
Polaris Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.578420827756172,-95.09882019903547,Houston
Southeast Substation,substation,,,,,,,,,138000,29.629665374585333,-95.1511252609794,Houston
Ellington Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.588155040197066,-95.18056718018178,Houston
East Side Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.747041995444924,-95.35311982752829,Houston
,substation,,,,,,,,,,29.76301069594829,-95.35235034247287,Houston
Magnolia Park Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.743712919635986,-95.31093974139843,Houston
Downtown Substation,substation,,,,,,,,CenterPoint Energy,138000;69000;12000,29.755266478244277,-95.37372040191127,Houston
Fannin Substation,substation,,,,,,,,CenterPoint Energy,138000;34500,29.689591458342093,-95.40847432386693,Houston
Stadium Substation,substation,,,,,,,,CenterPoint Energy,138000;4160,29.685277764384743,-95.40650761656146,Houston
Campbell Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.81824195,-95.52467150000001,Houston
Addicks Substation,substation,,,,,,,,CenterPoint Energy,345000;138000;34500,29.82279405109556,-95.57308218104336,Houston
T. H. Wharton Power Plant,plant,,,,,,,,NRG Energy,,29.942635981350932,-95.5321293375736,Houston
Brittmoore Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.79438194800006,-95.57259277576905,Houston
San Felipe Substation,substation,,,,,,,,CenterPoint Energy,138000;34500;12500,29.75060599613684,-95.44787564953138,Houston
Eureka Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.794751326181423,-95.43343780144863,Houston
Sauer Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.78873065302695,-95.55285829080387,Houston
Hardy Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.818726723077017,-95.35339099670749,Houston
North Side Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.784128493434647,-95.34966552675937,Houston
Airline Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.818677299999997,-95.38937619999999,Houston
Todd Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.816005773932233,-95.48302296218208,Houston
White Oak Substation,substation,,,,,,,,CenterPoint Energy,345000;138000;69000;12500,29.815178191805984,-95.43482721791433,Houston
Hillcroft Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.722092281027557,-95.49769092591235,Houston
Jeanetta Substation,substation,,,,,,,,CenterPoint Energy,345000;138000;12500,29.718719014706846,-95.53669263308358,Houston
Westwood Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.689947249999996,-95.53668045,Houston
Blueridge Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.62862945972553,-95.49681232549729,Houston
Roark Substation,substation,,,,,,,,CenterPoint Energy,138000;34500;12500,29.666041738933117,-95.5613225366754,Houston
Knight Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.672251360162214,-95.41309058937333,Houston
Alief Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.70043204205113,-95.58180836946259,Houston
Hayes Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.746347999999994,-95.57437449999999,Houston
The Woman's Hospital of Texas,,hospital,,,,,Fannin Street,Houston,HCA,,29.693452096012336,-95.40283524734454,Houston
Deihl Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.85469726483882,-95.47605629121587,Houston
Fairbanks Substation,substation,,,,,,,,CenterPoint Energy,138000;34500,29.89997161359337,-95.5019191807206,Houston
Humble Substation,substation,,,,,,,,CenterPoint Energy,138000;34500;12500,30.000072513093563,-95.23506430836832,Houston
Brays Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.683753575121024,-95.44783569312315,Houston
David Wayne Hooks Memorial Airport,,,,,aerodrome,,,Tomball,,,30.063308705213245,-95.55415439076259,Houston
Busch Substation,substation,,,,,,,,CenterPoint Energy,138000,29.776250294430064,-95.27273277743183,Houston
Houston East Water Purification Plant,,,water_works,,,,,,,,29.742016090697632,-95.21666435727589,Houston
Berry Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.83953401871406,-95.3536726335036,Houston
Liberty Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.807004349999996,-95.28552239999999,Houston
Echo Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.785420175614437,-95.52068586502195,Houston
Westchase Substation,substation,,,,,,,,CenterPoint Energy,138000;34500,29.718754228084318,-95.55875900789393,Houston
Houston Fire Department Station 50,,fire_station,,,,,,,,,29.834454643112466,-95.48987349736957,Houston
,generator,,,,,gas,,,NRG Energy,,29.941387762433322,-95.53440082815767,Houston
Memorial Hermann Memorial City Medical Center,,hospital,,,,,Gessner Road,Houston,Memorial Hermann,,29.781229239845942,-95.54678365316009,Houston
Clinton Substation,substation,,,,,,,,CenterPoint Energy,69000;12000,29.7609552597837,-95.29967440635679,Houston
Kindred Hospital Houston Medical Center,,hospital,,,,,Main Street,Houston,Kindred Healthcare,,29.713003126266525,-95.39909785109654,Houston
Kirby Substation,substation,,,,,,,,CenterPoint Energy,138000,29.72974737344828,-95.42291565465375,Houston
William P. Hobby Airport,,,,,aerodrome,,,,,,29.64589092759171,-95.27716989788915,Houston
Wallisville Substation,substation,,,,,,,,CenterPoint Energy,69000;12000,29.78743533745914,-95.29123574235656,Houston
Houston Police Department - Southwest Patrol,,police,,,,,,,,,29.688600140720553,-95.45142674205897,Houston
Memorial Hermann-Texas Medical Center,,hospital,,,,,Fannin Street,Houston,,,29.71352475844168,-95.39587960812264,Houston
Houston Fire Department Station 8,,fire_station,,,,,Louisiana Street,Houston,,,29.751321159979348,-95.37282625768195,Houston
George Bush Intercontinental Airport - Houston,,,,,aerodrome,,North Terminal Road,Houston,"Houston, Texas",,29.983234562978904,-95.33266167106041,Houston
US Pain & Spine Hospital,,hospital,,,,,La Branch Street,Houston,US Pain & Spine,,29.724180310516477,-95.38399904946591,Houston
Houston Fire Department Station 76,,fire_station,,,,,Cook Road,Houston,,,29.699345799999996,-95.59654289999999,Houston
Dunlavy Substation,substation,,,,,,,,CenterPoint Energy,69000;12000,29.752642622734236,-95.40185493562157,Houston
Houston Fire Department Station 4,,fire_station,,,,,West Little York Road,Houston,,,29.866278572083317,-95.48950448049273,Houston
,,,wastewater_plant,,,,,,,,29.762686488664336,-95.56085456500081,Houston
Blodgett Substation,substation,,,,,,,,CenterPoint Energy,138000,29.720982242895992,-95.36446705258527,Houston
Katy Addicks Pump Station,,,water_works,,,,,,City of Houston,,29.79876998124853,-95.56781238291994,Houston
,,,water_works,,,,,,City of Houston,,29.822705072828985,-95.52454266364481,Houston
Katy Addicks #5 Well,,,water_works,,,,,,City of Houston,,29.80054472469267,-95.57814485984848,Houston
,,,water_works,,,,,,City of Houston,,29.790492304234647,-95.58652192901438,Houston
Katy Addicks #7 Well,,,water_works,,,,,,City of Houston,,29.80561867120539,-95.5732648441546,Houston
Houston Fire Department Station 49,,fire_station,,,,,,,,,29.791141835662483,-95.54423973280444,Houston
,,,wastewater_plant,,,,,,,,29.687184398817262,-95.45018172714627,Houston
,,,wastewater_plant,,,,,,,,29.69645891774521,-95.42005721238577,Houston
Memorial Hermann Greater Heights Hospital,,hospital,,,,,,,Memorial Hermann,,29.810735033221114,-95.43135843055407,Houston
Crockett Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.776839033299837,-95.37988804715017,Houston
Heights Substation,substation,,,,,,,,CenterPoint Energy,69000;12500,29.782391396364225,-95.39850171551342,Houston
Dunvale Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.733086800000002,-95.5189723,Houston
Franklin Substation,substation,,,,,,,,CenterPoint Energy,138000;69000,29.76609777418982,-95.3677680365253,Houston
Memorial Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.789766457965637,-95.61954365170824,Houston
El Dorado Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.561908350000003,-95.1416275,Houston
Holmes Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.67945277529843,-95.37211734044088,Houston
Westheimer Substation,substation,,,,,,,,CenterPoint Energy,138000;34500;12500,29.736607437698208,-95.61730443044534,Houston
Chocolate Bayou Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.627877924834724,-95.35269018723952,Houston
Houston Fire Department Station 5,,fire_station,,,,,,,,,29.810273340860682,-95.50625843453463,Houston
Sharpstown Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.701381960924596,-95.48726774092641,Houston
Midtown Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.7414929,-95.37146489999999,Houston
Houston Fire Department Station 68,,fire_station,,,,,Bissonnet Street,Houston,,,29.677024523150948,-95.528750060934,Houston
Rittenhouse Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.86363012832517,-95.37941734651616,Houston
Goodyear Substation,substation,,,,,,,,CenterPoint Energy,138000,29.70619268627828,-95.25697044214914,Houston
Kingwood Substation,substation,,,,,,,,CenterPoint Energy,138000;34500,30.0544893835413,-95.18928698868561,Houston
Polk Substation,substation,,,,,,,,CenterPoint Energy,138000,29.75223805,-95.36167625000002,Houston
Greens Road Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.950844231225854,-95.33322756780824,Houston
Plaza Substation,substation,,,,,,,,CenterPoint Energy,138000;34500,29.6894270613142,-95.38957140863837,Houston
Hyde Park Substation,substation,,,,,,,,CenterPoint Energy,69000;12000,29.7479018,-95.3844158,Houston
Oates Substation,substation,,,,,,,,CenterPoint Energy,138000,29.778661438360604,-95.25214606848806,Houston
Fondren Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.667890345882547,-95.50936319261682,Houston
Little York Substation,substation,,,,,,,,CenterPoint Energy,69000;12500,29.864100728653572,-95.42991148124013,Houston
Normandy Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.76955465,-95.20560565,Houston
Greens Bayou 345kV Substation,substation,,,,,,,,CenterPoint Energy,345000,29.818459181814113,-95.21825901466143,Houston
Greens Bayou 69kV Substation,substation,,,,,,,,CenterPoint Energy,69000,29.820096666504,-95.2208513354926,Houston
Wirt Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.78523311191409,-95.47962268016455,Houston
Harrisburg Substation,substation,,,,,,,,CenterPoint Energy,69000;12000,29.714925640874107,-95.2653107477057,Houston
Telephone Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.59913515305591,-95.28742390564118,Houston
,substation,,,,,,,,,,29.717802749999993,-95.23445974999998,Houston
Thermal Energy Cooporation Central Plant,plant,,,,,,,,Thermal Energy Cooporation,,29.703782028701664,-95.39805298417087,Houston
Bertwood Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.84396537232942,-95.31415957266937,Houston
Glenwood Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.850619973114146,-95.2659799837688,Houston
Scenic Woods Substation,substation,,,,,,,,CenterPoint Energy,138000;12000,29.88372277520766,-95.28526468807526,Houston
Almeda Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.630098245698324,-95.40362396742208,Houston
,substation,,,,,,,,CenterPoint Energy,69000,29.74609873221232,-95.34149091192062,Houston
Bringhurst Substation,substation,,,,,,,,CenterPoint Energy,69000;12000,29.762791673218278,-95.33334196481762,Houston
Ulrich Substation,substation,,,,,,,,CenterPoint Energy,138000;12500,29.735880599515966,-95.48381089817558,Houston
Central Power Plant,plant,,,,,,,,,,29.721975073171137,-95.34161306300857,Houston
Department of Public Safety,,police,,,,,,,,,29.719917396784982,-95.3511777113771,Houston
Houston Police Department - South Central Patrol,,police,,,,,Saint Emanuel Street,Houston,,,29.74285784225847,-95.36277050455179,Houston
Satelite Thermal Plant,plant,,,,,,,,,,29.72399221030453,-95.36364021268967,Houston
,generator,,,,,solar,,,,,29.719930784461617,-95.36009093118932,Houston
Riverside General Hospital,,hospital,,,,,Ennis Street,Houston,,,29.730778129164264,-95.361296207623,Houston
Saint Joseph Medical Center,,hospital,,,,,Saint Joseph Parkway,Houston,Steward Health Care,,29.747806807990873,-95.36611519883542,Houston
Kingwood Police Station,,police,,,,,Rustic Woods Drive,Kingwood,Houston Police Department,,30.054718953243192,-95.18829259950623,Houston
Houston Fire Department Station 103,,fire_station,,,,,,,,,30.05896731998989,-95.15686725076716,Houston
Kingwood Pines Hospital,,hospital,,,,,Ladbrook Drive,Kingwood,,,30.044588617766433,-95.22966451642614,Houston
Houston Fire Department Station 2,,fire_station,,,,,Woodway Drive,,,,29.762336051196264,-95.48108795253171,Houston
,substation,,,,,,,,,,29.73023456641786,-95.31889233258973,Houston
Houston Fire Station 18,,fire_station,,,,,,,,,29.73553422747493,-95.33144689929993,Houston
,,,wastewater_plant,,,,,,,,29.699830587143698,-95.26667540335934,Houston
Houston Fire Department Station 37,,fire_station,,,,,Stella Link Road,Houston,,,29.701714987295663,-95.4406582442174,Houston
